concordances	Lemma form	Annotations	
ribellarmi. Ci vuole forza e io non ne ho. Ne < prendo >  atto  . Alla domenica vedo le sbarre di  	prendere atto	1	
spagnole Once e Banesto minacciano di non < prendere >  parte  al Tour de France. Le due societa' 	prendere parte	1	
Broccoli Dopo una discussione alla quale < prendono >  parte  il presidente ed i Consiglieri Boselli 	prendere parte	1	
 appartiene la sala sede dell' incontro) < prendemmo >  nota  con piacere di parole e toni che sembravano 	prendere nota	1	
responsabilità, ottenere eventuali risarcimenti e < prendere >  misure  per impedire o rendere più difficile 	prendere misure	1	
iniezione di sangue infetto da HIV per aver < preso >  parte  alle preghiere rituali islamiche  	prendere parte	1	
infatti, il Comune di Roma non ha ancora < preso >  posizione  , se non per la nomina di Sandro 	prendere posizione	1	
 allora le sue istituzioni incaricate di < prendere >  decisioni  dovranno divenire davvero responsabili 	prendere decisioni	1	
Università di Mannheim. Alla serata hanno < preso >  parte  altre agli amministratori locali, 	prendere parte	1	
Commissione in sede deliberante. La Commissione < prende >  atto  . Il senatore GERMANA ' segnala di 	prendere atto	1	
PARTECIPAZIONE [file rtf] Gli Enti certificatori < prenderanno >  contatto  con il Centro territoriale per 	prendere contatto	1	
. Di conseguenza, la Sezione non può che < prendere >  atto  dell' estinzione del procedimento  	prendere atto	1	
 Gruppo dei Verdi, una quindicina potete < prenderli >  voi  . ZANDA (Mar-DL-U). La ringrazio. Illustrerò 	prendere voi	0	
domani incomincia già oggi. E' un bene che si < prenda >  coscienza  del fatto che i nostri rifiuti 	prendere coscienza	1	
presentazione. Il Direttore Generale dell' Azienda < prende >  visione  all' atto del ricevimento di tutte 	prendere visione	1	
 definitivamente tramontata. Ognuno deve < prendere >  posizione  e ognuno, che lo voglia o no, 	prendere posizione	1	
secondo quest' ultimo il presidente dovrebbe < prendere >  parte  alle votazioni. Nel momento in cui 	prendere parte	1	
disse al vicesegretario Galloni:? Domani < prenderai >  contatti  con i socialisti perché bisogna 	prendere contatti	1	
 della riunione del comitato a cui hanno < preso >  parte  anche il prefetto di Lodi Nicoletta 	prendere parte	1	
che per i nuovi referendari che non hanno < preso >  servizio  ci dovrebbe essere da parte del 	prendere servizio	1	
decesso (possiamo immaginare che A, avendo < preso >  coscienza  del  clic ' del contatore Geiger 	prendere coscienza	1	
pagano ». Riguardo ai modi e ai tempi sembra < prendere >  piede  nella maggioranza, l ´ intenzione 	prendere piede	1	
Il sottosegretario Maria Teresa ARMOSINO, < preso >  atto  della segnalazione del presidente  	prendere atto	1	
abb.). Il sottosegretario Federico BRICOLO < prende >  atto  della decisione dei gruppi ed esprime 	prendere atto	1	
trasferimenti e la mobilità interna ", art. 11; · < presa >  visione  degli atti della procedura di valutazione 	prendere visione	1	
3 g di PVPP in un erlenmeyer da 250 ml e < prendere >  nota  del peso W con una precisione di 0,001 	prendere nota	1	
molta gente, nei luoghi dove esse avevano < preso >  dimora  . Elgorn, in un primo tempo, riuscì 	prendere dimora	1	
avrà luogo in altra seduta. La Commissione < prende >  atto  . La seduta termina alle 14.20. RISOLUZIONI 	prendere atto	1	
 alla salute sul luogo di lavoro (5), ha < preso >  atto  dell' intenzione della Commissione 	prendere atto	1	
la giornata, fino alle 18:30. Alla regata < prenderanno >  parte  atleti di grande valore, tra i quali 	prendere parte	1	
potrebbe essere una buona idea. Se la tendenza < prende >  piede  , non ci sarà più la corsa ai vostri 	prendere piede	1	
arrivati alle spalle, poi uno di loro mi ha < preso >  sottobraccio  e mi ha colpito con una testata 	prendere sottobraccio	0	
ad espulsione già avvenuta e senza poter < prendere >  parte  personalmente al giudizio, con grave 	prendere parte	1	
riscatto della posizione individuale, ma < prendere >  atto  del crescente rilievo che la posizione 	prendere atto	1	
di un' associazione ufologica. Gli agenti < prendono >  appuntamento  con due dei componenti, che 	prendere appuntamento	0	
bruciavano senza corrente ed i fili recisi < prendevano >  fuoco  in modo innaturale. I tecnici avevano 	prendere fuoco	0	
maggioranza non può che attrezzarsi, non può che < prendere >  atto  che si tratta di azione ostruzionistica 	prendere atto	1	
, ed è indispensabile che i bibliotecari < prendano >  parte  alle trasformazioni in atto e si  	prendere parte	1	
diffusa consapevolezza del problema sembra < prendere >  corpo  tra i cittadini e nelle istituzioni 	prendere corpo	1	
partecipazione diretta del mondo artigiano. < Preso >  atto  della politica di privatizzazione  	prendere atto	1	
) al segnale dell' arbitro i concorrenti < prendono >  posto  salendo sulle rispettive piattaforme 	prendere posto	1	
migliori famiglie sussistono quando si devono < prendere >  decisioni  non da tutti condivise con lo 	prendere decisioni	0	
grado, per effetto di una grave malattia di < prendersi >  cura  del bambino oppure in caso di abbandono 	prendere cura	1	
che a giudicare. In particolare, occorre < prendere >  coscienza  del carattere secolare del contesto 	prendere coscienza	1	
omicidio! Per quanto concerne le vacanze, < prendo >  atto  che il ministro non ha utilizzato  	prendere atto	1	
presso cui é possibile richiedere notizie, < prendere >  visione  dei documenti od estrarne copia 	prendere visione	1	
ciechi italiani. Essi, al contrario, dovranno < prendere >  coscienza  delle grandi trasformazioni in 	prendere coscienza	1	
mi ha fatto riflettere; due mesi fà avevo < preso >  atto  che una ragazza del trentino che conosco 	prendere atto	1	
voci della società civile. Suggerisce di < prendere >  contatti  con le Donne in Nero (anche in 	prendere contatti	1	
 inglesi o irlandesi e si esce fuori per < prendere >  respiro  per poi riparitire con un' altra 	prendere respiro	1	
direttamente al tubo d' aspirazione, chiaramente < prendendo >  spunto  dal classico aspirapolvere da casa 	prendere spunto	1	
rompo il silenzio durato piu' di tre mesi < prendendo >  spunto  dagli ultimi avvenimenti. Badate 	prendere spunto	1	
TMarbitro Tagliavento fischia il fallo ma non < prende >  provvedimenti  disciplinari. Anche Colucci 	prendere provvedimenti	0	
attraversa una fase critica. Cosa da non < prender >  sonno  . Se non riusciamo a pensare nulla 	prendere sonno	1	
Statistica è connaturata all' Homo sapiens che < prende >  coscienza  del mondo e dei suoi simili e 	prendere coscienza	1	
oppure, mi consenta, la Commissione non deve < prendere >  atto  né delle sue né delle mie. PRESIDENTE 	prendere atto	1	
farti da padre ", gli aveva detto, " vuole < prendersi >  cura  di te ". Ryo si morse il labbro inferiore 	prendere cura	1	
esposti; controllo degli ambienti dove può < prendere >  consistenza  la minaccia terroristica; monitoraggio 	prendere consistenza	1	
mattone dietro l' altro, vedrà il suo sogno < prendere >  vita  in maniera sempre più consistente. 	prendere vita	1	
imprese private, la facoltà discrezionale di < prendere >  decisioni  a hoc su tutta una quantità di 	prendere decisioni	1	
 riviste scientifiche internazionali; ha < preso >  parte  a vari programmi di ricerca ed all' 	prendere parte	1	
grafici e crea un gioco davvero unico che < prende >  spunto  dalla storia di culture antichissime 	prendere spunto	1	
ospedali, i suoi avvocati e medici ha già < preso >  piede  e sta inasprendo la povertà dell' 	prendere piede	1	
 tra Commissari e candidati I Commissari < prendono >  atto  delle pubblicazioni inviate dalla  	prendere atto	1	
cavallo nelle retrovie, sfoderò la sua Spada e < prese >  posto  al centro della prima fila, aspettando 	prendere posto	1	
provinciali. Giancarlo GIORGETTI, presidente, < preso >  atto  dei chiarimenti del Governo, ritiene 	prendere atto	1	
Casini, che però non ha potuto far altro che < prendere >  atto  della volontà espressa da tutte le 	prendere atto	1	
 Costruzioni Idrauliche ") e dal 1984 ha < preso >  servizio  nel Dipartimento di Idraulica, 	prendere servizio	1	
della Scuola forense (dd. 18 aprile 2003), < preso >  atto  che l' attività, richiesta di autorizzazione 	prendere atto	1	
Dopo che il presidente Antonino CARUSO ha < preso >  atto  della posizione favorevole dei rappresentanti 	prendere atto	1	
dove attualmente risiede. La Commissione < prende >  atto  . Carlo TAORMINA, presidente, informa 	prendere atto	1	
Siberia. Il 29 aprile 1983 Tommaso Palamidessi < prende >  commiato  da questa vita terrena, nel momento 	prendere commiato	1	
libera su tutto il territorio comunale. « < Prendiamo >  atto  di quanto deciso a maggioranza e con 	prendere atto	1	
 Uniti, il dopoguerra vede ancora Krenek < prendere >  contatto  con le neoavanguardie, seguire 	prendere contatto	0	
Cardinale il 26 giugno 1967. in quegli anni < prese >  parte  al concilio Vaticano II indetto da 	prendere parte	1	
convegno romano di due mesi fa ha cominciato a < prendere >  coscienza  di sé. Ci sono parole nuove per 	prendere coscienza	1	
costituivano gruppi collegati fra loro per < prendere >  parte  a conflitti armati. Questo potrebbe 	prendere parte	1	
al protrarsi di questa politica dilatoria < prenderemo >  iniziative  locali tese a evitare lo sciopero 	prendere iniziative	0	
e del Gruppo Abele dallo stesso fondato; < Preso >  atto  che l' on. Ghiglia ha sferrato un  	prendere atto	1	
inviato un' istanza di accesso al fine di < prendere >  visione  e copia dei dati elaborati dalla 	prendere visione	1	
 man mano che l' opera di ricomposizione < prenderà >  corpo  . Quel che è emerso di veramente  	prendere corpo	1	
dello stile Chanel. Le collezioni successive < prendono >  spunto  dalla storia, dall' arte, dalla  	prendere spunto	1	
grecia. sono proprio contento che LUI si < prenda >  cura  di noi. inviato il 07.10.2003 21:44:48 	prendere cura	1	
 Guido Carli, che ha ospitato l' evento. < Prendendo >  spunto  dalla necessità di un mix forte  	prendere spunto	1	
ruscelli seguano Le curve più infelici, per < prendersene >  carico  E terra battuta, fine Poi lascino 	prendere carico	1	
all' immagine filmata, e uno dei generi che < prendono >  piede  in questo decennio è la commedia. 	prendere piede	1	
 Che entusiasmo! Bene, gnomi ... Savi. - < prese >  parola  Nuvola. - E' ora di salutarci. Le 	prendere parola	1	
Rispetto ad allora Fazio si è ricreduto e ne < prendo >  atto  con piacere. Ma quale Fazio le piace 	prendere atto	1	
 formazione pentra e, anche due anni fa, < prese >  parte  alla post season con il Potenza.  	prendere parte	1	
strada, anche se in modo inadeguato. Bisogna < prendere >  atto  che la società civile, i movimenti 	prendere atto	1	
Intanto collabora a numerose riviste senza < prendere >  respiro  e rifiutando di concedersi una  	prendere respiro	1	
sé contraddittoria. Infatti, per un verso < prende >  atto  che le regioni ha la potestà di regolare 	prendere atto	1	
assistenza medica qualificata, e quindi si < prendono >  cura  del loro stato generale di salute, 	prendere cura	1	
Settore funzionale; Udito il lungo dibattito; < Preso >  atto  che prima della votazione escono dall' 	prendere atto	1	
addirittura manoscritte. Ma adesso Vomito < prende >  voce  : c' è. Io stesso vedo le righe nere 	prendere voce	1	
gli uomini agli angoli delle strade, che < prendono >  nota  degli autobus di passaggio, per poi 	prendere nota	1	
regione Abruzzo esiste un fenomeno che sta < prendendo >  piede  e che può essere rapportato alle  	prendere piede	1	
definitivamente quel pezzo di anima, l' avete visto < prendere >  forma  e l' avete visto distrutto, è andato 	prendere forma	1	
medica fosse da arte divenuta una scienza, < prendendo >  atto  della sua promozione da esperienza 	prendere atto	1	
aprì le porte a RINALDO di DRESNAY che ne < prese >  possesso  in nome di Carlo d' Orléans, erede 	prendere possesso	0	
infrastrutture tecnologiche di varie banche), « ha < preso >  avvio  da uno studio suggerito dalla struttura 	prendere avvio	1	
certificherà che tutto è filato liscio, ne < prenderemo >  atto  e ne saremo soddisfatti. Ma se qualcosa 	prendere atto	1	
israeliane avevano rioccupato Qalqilya e < preso >  posizione  a Betlemme e Beit Jalla. Un'  	prendere posizione	1	
nelle restanti tre settimane. PRESIDENTE. < Prendiamo >  atto  delle sue proposte che saranno discusse 	prendere atto	1	
 COMUNALE DI CREMONA impegna la Giunta a < prendere >  contatti  con l' Azienda dei Porti per verificare 	prendere contatti	1	
evidentemente, è l' Afghanistan. Yuldeshev ha < preso >  contatto  con i talebani a Kabul nel 1997 	prendere contatto	1	
esterno, un po' strettino, una volta che < prendo >  posto  all' interno! Volo tranquillo, anche 	prendere posto	1	
? Vi chiedo se: 1 -) posso rifiutarmi di < prendere >  servizio  nella nuova scuola e pretendere 	prendere servizio	1	
un beneficio didattico l' insegnante deve < prendere >  visione  e selezionare ciò che può servire 	prendere visione	1	
 e che una migliore conoscenza reciproca < prende >  vita  . Dio ci libera gli uni attraverso 	prendere vita	1	
vengono montati tutte le clip e su cui quindi < prenderà >  vita  il nostro filmato finale. E' molto 	prendere vita	1	
e popolazione ospitante. Al dibattito ha < preso >  parte  anche Annamaria Rivera, dell' università 	prendere parte	1	
una cosa che adoro di me è la fermezza nel < prendere >  decisioni  . Quasi mai sono tornato sui  	prendere decisioni	1	
tra mera difesa e eccezione. L' " onere di < prendere >  posizione  " costituisce la novità del primo 	prendere posizione	1	
accesso alla settima qualifica. Non possono < prendere >  parte  al concorso coloro che siano esclusi 	prendere parte	1	
evitare improvvisazioni e frettolosit : < prendere >  tempo  e portare nuovi elementi  importantissimo 	prendere tempo	1	
È qui, in questa rutilante atmosfera che < prendono >  corpo  i ricordi, le angosce, le offese  	prendere corpo	1	
, il guardiano e tutore di Van, che si è < preso >  cura  di lui e lo ha addestrato nell' arte 	prendere cura	1	
 Commette altresì un reato chiunque: (a) < prenda >  parte  in qualità di complice al compimento 	prendere parte	1	
 Anche nei cittadini è sembrato comunque < prendesse >  piede  una disapprovazione diffusa. L' associazionismo 	prendere piede	1	
Roma RIETI, 3 maggio 2005 Cari amici, ho < preso >  atto  della lettera con la quale in data 	prendere atto	1	
cobas della Paul Klee e da dove uscì per < prendere >  parte  ai pattuglioni. Sarà lui a consigliare 	prendere parte	1	
sui quali il Garante nel corso del 2002 ha < preso >  posizione  con interventi significativi. 	prendere posizione	1	
scelte politiche del prossimo triennio - < prende >  avvio  , in nome di un ipotetico risanamento 	prendere avvio	1	
 Ad uno ad uno, tutti coloro che avevano < preso >  parte  alla congiura di Richinvelda, ebbero 	prendere parte	1	
minori. Strumenti: ' Ufficio Studi, che ha < preso >  spunto  per lo studio anche dall' esperienza 	prendere spunto	1	
diventato la British Library, è uscito per < prendere >  possesso  di una sede nuovissima a St. Pancreas 	prendere possesso	0	
 segretario provinciale Matteo Salvini - < prendiamo >  atto  che i sindacati non rappresentano  	prendere atto	1	
legge elettorale, che riteniamo potrebbero < prendere >  corpo  forme di desistenza tecnica con l' 	prendere corpo	1	
benissimo -, proroghiamo ancora questa attesa. < Prendiamo >  atto  che sono state ritirate dall' ottimo 	prendere atto	1	
rappresentanti dei gruppi. La Commissione < prende >  atto  . La seduta termina alle 14.20. SEDE 	prendere atto	1	
due ci sono gli unici interpreti ad aver < preso >  parte  alla trilogia originaria e alle due 	prendere parte	1	
sono stato per circa 30/40 secondi. poi ho < preso >  paura  . faccio notare che spesso dopo essermi 	prendere paura	1	
nessuna polemica inside! Scusa eh, scusa se < prendo >  parola  per conto di altri ma ogni tanto 	prendere parola	1	
ringraziarti per l' attenzione, ti prego di < prendere >  visione  dell' allegato e di visitare i  	prendere visione	1	
GE), si arriva a Pratorondanino, dove si < prende >  parte  ad una visita guidata al Giardino 	prendere parte	1	
 a Rocco Buttiglione, a Gianni Alemanno, < prendono >  atto  dell' avvenimento e si battono per 	prendere atto	1	
peggio ancora, del terrorismo. Se mai dovesse < prendere >  spazio  questa infelice equazione ne usciremmo 	prendere spazio	1	
presidente e di relatore, egli non può che < prendere >  atto  della decisione assunta dai presidenti 	prendere atto	1	
Sindaco - Commissario, con la visita di oggi, < prende >  visione  dello stato di consistenza generale 	prendere visione	1	
 in cattività? I figli d' Israele furono < presi >  prigionieri  in un primo tempo, e poi in 	prendere prigionieri	0	
Croce dovesse essere rivisto. In effetti, < presa >  visione  del progetto redatto dalla Provincia 	prendere visione	1	
95/46 / CE; (16) considerando che occorre < prendere >  misure  per prevenire l' accesso non autorizzato 	prendere misure	1	
alla loro straordinaria mamma. Se aveste < preso >  posto  a tavola anche voi altri, capireste 	prendere posto	1	
otto anni allora; il padre le raccomandò di < prendersi >  cura  della madre e la rassicurò, dicendole 	prendere cura	1	
 studio del Cnr (negative), le decisioni < prese >  riguardo  all' avvio della realizzazione 	prendere riguardo	0	
Lessini ". Nel 1886 i battaglioni dipendenti < prendono >  nome  di " Fenestrelle ", " Susa " e " Susa 	prendere nome	1	
Unione europea. Ritiene che il Governo debba < prendere >  atto  della difficoltà a lavorare in Commissione 	prendere atto	1	
 spagnoli morti per la incapacità di chi < prende >  decisioni  stupide. Perché io non voglio 	prendere decisioni	1	
Tommaso FOTI (AN), intervenendo in replica, < prende >  atto  della risposta fornita della quale 	prendere atto	1	
Uganda settentrionale, circa 50.000 bambini < prendano >  parte  ogni notte a quest' esodo, per cercare 	prendere parte	1	
i flussi celativi al Patto di stabilità. < Preso >  atto  che: Gli stessi risultati della Legge 	prendere atto	1	
 che per te sono importanti, di cui devi < prenderti >  cura  , cose che devi sostituire, e poi  	prendere cura	1	
del fatto che ai deputati che non abbiano < preso >  parte  alla votazione nelle due chiame per 	prendere parte	1	
 importanza, tanto piu' se si comincia a < prendere >  atto  che esso va sempre piu' estendendosi 	prendere atto	1	
per capire perché proprio in Italia abbia < preso >  forma  il fascismo come " regime autoritario 	prendere forma	1	
sensi di quanto in premessa indicato, si < prende >  atto  della rettifica apportata dal comitato 	prendere atto	1	
per gli affari regionali, ha prontamente < preso >  atto  che a decorrere dall' 8 novembre 2001 	prendere atto	1	
società contraddittoria e crudele (che abbia < preso >  spunto  da Romero?) ma che per questo non 	prendere spunto	1	
 e tradizioni immemorabili, un po' tutti < prendono >  coscienza  che " non basta la difesa della 	prendere coscienza	1	
produzione di alimenti per l' infanzia, ha < preso >  atto  da tempo di questa situazione e ha 	prendere atto	1	
multimediale. Il manga che avete tra le mani < prende >  spunto  dal libro, dal film e dalla serie 	prendere spunto	1	
 libertà concreta degli uomini associati < prende >  corpo  e si realizza nel punto di incontro 	prendere corpo	1	
portare un po' di grazia tra i ginnasti ( < prendere >  esempio  dalle ginnaste)?, nessun bocciato 	prendere esempio	1	
di un evento e delle persone che vi hanno < preso >  parte  come spettatori  mai è stata tanto 	prendere parte	1	
intenso godimento, soprattutto laddove Ozzy < prende >  atto  con una punta di ironia e di auto  	prendere atto	1	
passeggiarla, ma non serve ... lei è tranquilla e < prende >  peso  quindi in teoria non dovrei preoccuparmi 	prendere peso	1	
Francia la sinistra extra parlamentare hanno < preso >  strade  diverse anche perché hanno trovato 	prendere strade	1	
no. " Eppure, un fragore sordo, lontano, < prende >  corpo  lentamente, ricordandomi che la piazza 	prendere corpo	1	
che questa nuova dimensione, così come ha < preso >  forma  nella realtà dei diversi paesi europei 	prendere forma	1	
 Mungari. Il senatore SELLA DI MONTELUCE < prende >  atto  di quanto affermato dal Relatore,  	prendere atto	1	
che abbiamo contattato, ha preferito non < prendere >  posizione  , e di fatto si è autoescluso 	prendere posizione	1	
evidenziate. Dovresti chiedere se ti fanno < prendere >  visione  del messaggio SWIFT relativo ai 	prendere visione	1	
 per circa mezzora, al momento che hanno < preso >  colore  , servirle. SOGLIOLE NIDO DI RONDINE 	prendere colore	0	
infatti inizia a perseguitarlo perché si < prenda >  cura  della figlia Dora, affascinante predicatrice 	prendere cura	1	
Scegliamo la Font che ci piace e installiamola  < Prendiamo >  nota  delle dimensioni predefinite  Apriamo 	prendere nota	1	
evitate la strage: un articolato, infatti, ha < preso >  fuoco  e le fiamme hanno avviluppato diverse 	prendere fuoco	0	
tre pistole, con relativo munizionamento. < Prendeva >  parte  , infine, alle susseguenti indagini 	prendere parte	1	
affronterà il tema dell' educazione nonviolenta, < prendendo >  spunto  dalla sua ultima pubblicazione " 	prendere spunto	1	
 un errore? « Io dico che bisogna sempre < prendere >  atto  degli esiti che le nostre scelte hanno 	prendere atto	1	
civili e militari e al pubblico, invitato a < prendere >  parte  all' iniziativa. Saranno presenti 	prendere parte	1	
divenuta un soprammobile, sta lì in un angolo a < prender >  polvere  , sola, dimenticata, inutile. Ma 	prendere polvere	0	
 e modificato dalla Camera dei deputati. < Prende >  atto  la Commissione. La seduta termina  	prendere atto	1	
attraverso una riduzione del costo del lavoro. < Prendiamo >  atto  della scelta del governo di privilegiare 	prendere atto	1	
delle stesse; prima di dare il consenso, < prendere >  visione  con attenzione dei moduli prestampati 	prendere visione	1	
cultura, ma una questione di moda (basta < prendere >  esempio  dai grandi artisti della storia 	prendere esempio	1	
Nazionale. In queste ultime settimane ha < preso >  corpo  un' importante progetto di riordino 	prendere corpo	1	
potenziamento o la creazione di poli da cui < prendano >  avvio  le attività di assistenza, orientamento 	prendere avvio	1	
della rete. Pochi giorni dopo il governo < prende >  atto  della situazione e progetta interventi 	prendere atto	1	
spiegava il suo trainer Clyde Hart, Johnson < prendeva >  contatto  con il terreno in perfetta coincidenza 	prendere contatto	1	
riscontrarne la sussistenza; pertanto lo scrivente, < prendendo >  atto  di tale valutazione, non ritiene di 	prendere atto	1	
realizzare - saranno pc formato block notes per < prendere >  appunti  in occasione di riunioni o per  	prendere appunti	1	
della California Arnold Schwarzenegger ha < preso >  posizione  per il referendum nel suo stato 	prendere posizione	1	
scuola del suo dottissimo maestro, Tommaso < prese >  contatto  non solo con tutto il corpus Aristotelicum 	prendere contatto	1	
per altre feste ed eventi), l' altro si è < preso >  cura  unicamente dell' organizzazione del 	prendere cura	1	
aspettativa. Petruccioli, per il momento, evita di < prendere >  posizione  sulla vicenda. Riunione di famiglia 	prendere posizione	1	
 uomini scendono nel bacino della Nave e < prendono >  posizione  sul Battello veloce. Dalla tuga 	prendere posizione	1	
politica. E Cavour ne trasse profitto per far < prendere >  piede  in Toscana, coll ' aiuto dei confronti 	prendere piede	1	
 " e della conseguente reincarnazione, - < prende >  senso  nel quadro della incarnazione. Ma 	prendere senso	1	
 punti della delega, allora è necessario < prendere >  atto  senza remore delle richieste che vengono 	prendere atto	1	
indizi vi siano contro di lui che non ha mai < preso >  parte  personalmente alla guerriglia. Attivamente 	prendere parte	1	
1996), con le musiche di Lou Reed. Nel 1992 < prende >  avvio  il progetto Doctor Faustus Lights 	prendere avvio	1	
meditare. Riguarda la capacità delle nazioni di < prendersi >  cura  dell' ambiente. Sono stati presi in 	prendere cura	1	
 speranza. Ho detto spesso che se uno si < prende >  cura  dei mezzi, il fine si prenderà cura 	prendere cura	1	
Matteo Ricci. Con " La Traviata " di Verdi < prende >  avvio  allo Sferisterio la 39 ^ stagione 	prendere avvio	1	
Argentina, 1 in Uruguay e 1 in Cile) ai quali < prenderanno >  parte  Pittella (Venezuela), Neri e Folena 	prendere parte	1	
gli abusivi lavoravano? Successivamente, < preso >  atto  che le opere abusive sono sorte apparentemente 	prendere atto	1	
modenese, come il Ronzoni, non resta che < prendere >  atto  come, in piena età artusiana, il ripieno 	prendere atto	1	
 densità delle popolazioni immigrate, 1. < prende >  atto  della comunicazione presentata dalla 	prendere atto	1	
alle organizzazioni criminali. Al seminario < prenderanno >  parte  esperti dei Paesi UE e degli Stati 	prendere parte	1	
 Le varie manifestazioni di cui la Banda < prende >  parte  spaziano dal concerto sinfonico,  	prendere parte	1	
 in che modo la popolazione è arrivata a < prendere >  coscienza  di una propria identità, anche 	prendere coscienza	1	
nonpartisan e solidale. Poi? Poi, Gianfranco Fini < prende >  posto  sulla poltrona bianca di Porta a  	prendere posto	1	
cavallo in una delle scuole di equitazione o < prendete >  parte  all' annuale raduno della corsa dei 	prendere parte	1	
che, nel corso della riunione, sono stati < presi >  contatti  con il direttore della Direzione 	prendere contatti	0	
sè stanti. L' unico dato di fatto sta nel < prendere >  atto  che la Regione Lombardia, lo scorso 	prendere atto	1	
scena, giaceva ai piedi di Seleuco; egli < prese >  possesso  prima dell' Asia Minore e poi  	prendere possesso	0	
del 5 % per tutti i partiti: « E' giusto < prendere >  atto  del volere dei siciliani che si sono 	prendere atto	1	
loro di cominciare ad inserire contenuti e < prendere >  mano  all' uso del portale. Da una parte 	prendere mano	1	
 è aperta e disponibile alla Chiesa, che < prende >  parte  alla liturgia rievocando con ammirazione 	prendere parte	1	
Modificazione del punto 1.7.2 " con la quale viene < preso >  atto  dell' approvazione da parte della  	prendere atto	1	
1,28). Nel corso dei secoli la Chiesa ha < preso >  coscienza  che Maria, colmata di grazia  	prendere coscienza	1	
raggiungerli, sennò come fai nella vita? ". < Prendiamo >  nota  della lezione e rivolgiamo la domanda 	prendere nota	1	
indicare al lettore dove fare una pausa e < prendere >  fiato  , atto che il lettore dovrebbe pur 	prendere fiato	1	
 dai figli. È proprio quando il detenuto < prende >  coscienza  di questa interruzione di comunicazione 	prendere coscienza	1	
 CAI della propria zona di residenza per < prendere >  parte  alle loro gite domenicali o iscriversi 	prendere parte	1	
e quindi a votare per leaders che non si < prendono >  cura  di problemi globali. Questo è un limite 	prendere cura	1	
mettere in campo fino a oggi. Intanto dobbiamo < prendere >  atto  che gli Stati Uniti dimostrano una 	prendere atto	1	
maggiorato, qualora il cliente desiderasse < prendere >  parte  anche allo stage finale (opzionale 	prendere parte	1	
definiscono i problemi, più di quelli che < prendono >  decisioni  , possono essere più aperti alla 	prendere decisioni	1	
Peyrot, dimissionaria. La dott. Capellino ha < preso >  servizio  il primo settembre 2002 e quindi 	prendere servizio	1	
ampia area del territorio del quartiere, < preso >  atto  che il Parlamento sta legiferando  	prendere atto	1	
chiamata ad esprimere un parere. La Commissione < prende >  atto  . La seduta termina alle 14.05. SEDE 	prendere atto	1	
 indecisi: « Quelli che ancora non hanno < preso >  posizione  sono cinque milioni ». Chiusura 	prendere posizione	1	
subito. La  sua ' città stava rapidamente < prendendo >  forma  sulla sponda destra del grande fiume 	prendere forma	1	
« dei princìpi comunitari ». PRESIDENTE. < Prendiamo >  atto  della proposta di riformulazione testé 	prendere atto	1	
3). Michele VIANELLO (DS-U), replicando, < prende >  atto  della risposta, che dimostra, a suo 	prendere atto	1	
morte per centinaia di migliaia di animali. < Prendendo >  spunto  da questo l' associazione « Qua  	prendere spunto	1	
mie passioni informatico-didattiche hanno < preso >  forma  proprio a Mediaexpo ... e mi auguro 	prendere forma	1	
di Eliasib. Là egli passò la notte, senza < prendere >  cibo  né bere acqua, perché era in lutto 	prendere cibo	1	
e manifestino la propria disponibilità a < prendersi >  cura  del minore, il giudice di tale disponibilità 	prendere cura	1	
divisione del gruppo ». Sicché la Caritas, < preso >  atto  dello stallo, non ha potuto che chiamarsi 	prendere atto	1	
consapevole rifiuto di tutto l' organismo a < prendere >  contatto  con l' esterno) o nella schizofrenia 	prendere contatto	1	
altre banche dati. Anche in questo caso, < prendo >  atto  con soddisfazione che vi è almeno  	prendere atto	1	
colpevolezza, e il consiglio per la difesa non < prendeva >  parte  al processo; nel corso dei processi 	prendere parte	1	
punteggi estremamente bassi è consigliato di < prendere >  contatto  con la docente. Comunicazioni  	prendere contatto	1	
verticali sono anche i patii disseminati a < prendere >  luce  ). [9] Figure 8 e 9. Edificio Forum 	prendere luce	0	
educatori, naturali o di professione, che non < prendono >  posizione  per pigrizia, per un pervasivo 	prendere posizione	1	
 federazioni rappresentative esistenti e < prendere >  contatti  con i soggetti senza rappresentanza 	prendere contatti	1	
98), qui si proclama che " il Signore ha < preso >  possesso  del suo regno " (Ap 19,6), intervenendo 	prendere possesso	1	
capitare di vedere intere scolaresche che < prendono >  appunti  o che osservano, con gli occhi  	prendere appunti	0	
mulino, un piatto composito che, senza aver < preso >  appunti  ora non riuscirei a raccontare  	prendere appunti	0	
di nuovo, lui parlava di una donna che ha < preso >  fuoco  il giorno prima qui a Trieste, in 	prendere fuoco	0	
artisti di fama internazionale che hanno < preso >  parte  all' evento, insieme a una serie  	prendere parte	1	
 del Borgo vecchio Campidoglio invece ha < preso >  spunto  dai suggerimenti proposti dai cittadini 	prendere spunto	1	
 al massimo gli spostamenti. Ora abbiamo < preso >  precauzioni  ancora più drastiche, viviamo 	prendere precauzioni	0	
. Questo può consolare e confortare, far < prendere >  coscienza  che è un problema enorme, che 	prendere coscienza	1	
dilettevole. E' un piano di lavoro che ha < preso >  forma  alcuni mesi orsono quando, lo scorso 	prendere forma	1	
innovativo come è questa legge finanziaria. < Prende >  atto  con soddisfazione dell' importo davvero 	prendere atto	1	
